pfaf_id,area_km2,ISO,Admin0,Admin1,rfr_score,cfr_score
111011,1894.93587145783,EGY,Egypt,As Suways,4.180674079,0.0
111012,2932.5062546635604,EGY,Egypt,As Suways,0.0,0.0
111013,895.1217610337001,EGY,Egypt,As Suways,4.008111796000001,0.0
111014,4226.775708145069,EGY,Egypt,Al Bahr al Ahmar,0.0,0.0
111015,16672.3233315868,EGY,Egypt,Al Bahr al Ahmar,4.159506062,1.3329587520000001
111016,1836.6324495606902,EGY,Egypt,Al Bahr al Ahmar,4.105107295,0.0
111017,8665.540548479,EGY,Egypt,Al Bahr al Ahmar,4.0079583439999995,0.0
111018,1960.0743598741099,EGY,Egypt,Al Bahr al Ahmar,0.0,0.0
111019,6579.747717507199,EGY,Egypt,Al Bahr al Ahmar,4.101170927,0.0
111020,11704.618891092858,EGY,Egypt,Al Bahr al Ahmar,4.051834921,0.0
111030,5536.333886482471,SDN,Sudan,Red Sea,4.025144707,4.001214603
111041,13759.44856686316,SDN,Sudan,Red Sea,4.004020509,0.0
111042,5329.48048238,SDN,Sudan,Red Sea,2.29544678,0.0
111043,278.648223097,SDN,Sudan,Red Sea,4.0991539239999994,0.0
111044,5305.34694458,SDN,Sudan,Red Sea,4.005930499,0.0
111045,6114.95996752,SDN,Sudan,Red Sea,4.041950591,0.0
111046,3730.99637815,SDN,Sudan,Red Sea,4.030695821,0.0
111047,729.421443143,SDN,Sudan,Red Sea,4.088175347,0.0
111048,3616.21753415,SDN,Sudan,Red Sea,3.506727302,0.0
111049,3631.0213374,SDN,Sudan,Red Sea,3.92888231,0.0
111050,16232.236187934499,SDN,Sudan,Red Sea,4.193406948,3.1393937239999996
111060,4594.232147255299,SDN,Sudan,Red Sea,2.145063189,0.0
111070,11245.656710641899,SDN,Sudan,Red Sea,4.348485206,0.088554359
111081,4281.20265159335,SDN,Sudan,Red Sea,4.262812093,0.0
111082,15398.395764724402,SDN,Sudan,Red Sea,4.013730467,0.0
111083,5038.98630777421,ERI,Eritrea,Semenawi Keyih Bahri,3.9975610219999997,0.0
111084,12535.479375567898,ERI,Eritrea,Semenawi Keyih Bahri,1.0956320609999999,0.0
111085,8347.458483545,ERI,Eritrea,Semenawi Keyih Bahri,3.640363903,0.0
111086,2099.662116308,ERI,Eritrea,Gash Barka,3.264032827,0.0
111087,11482.82070806,ERI,Eritrea,Gash Barka,2.8455037080000003,0.0
111088,2588.95779126136,ERI,Eritrea,Gash Barka,1.337380741,0.0
111089,2357.27524503984,ERI,Eritrea,Gash Barka,1.0305885209999999,0.0
111090,426.816198809,ERI,Eritrea,Debub,4.992908817,0.0
111091,173.03602063528,SDN,Sudan,Red Sea,3.554465127,0.0
111092,2414.4409892453905,SDN,Sudan,Red Sea,4.066197713,0.0
111093,16458.1291201089,ERI,Eritrea,Debub,4.012092701,1.945103522
111094,2050.90501354967,ERI,Eritrea,Debub,3.473138516,0.0
111095,1492.77497015737,ERI,Eritrea,Debub,4.324446634,0.0
111096,2241.3840056315403,ERI,Eritrea,Debub,2.36670408,0.0
111097,2233.0265301058803,ERI,Eritrea,Debub,4.44006278,1.039155317
111098,2868.9508285882293,ERI,Eritrea,Debub,4.011053607,0.0
111099,4886.112422780201,ERI,Eritrea,Debub,4.208870807,2.316126771
112011,2643.1341797249997,SOM,Somalia,Mudug,4.107995242,0.0
112012,18090.090339358998,SOM,Somalia,Mudug,3.3100617839999997,0.0
112013,13304.404156658928,SOM,Somalia,Mudug,4.046860032,0.0
112014,29518.225902749997,SOM,Somalia,Galguduud,3.551519403,0.0
112015,3990.210938437,SOM,Somalia,Mudug,3.959224833,0.0
112016,10212.441781965,ETH,Ethiopia,Somali,4.041264248,0.0
112017,11505.213989800997,ETH,Ethiopia,Somali,3.287433935,0.0
112018,12631.403042323198,ETH,Ethiopia,Somali,4.030469588,0.0
112019,39204.1910168343,SOM,Somalia,Togdheer,3.3962404239999997,0.0
112020,1617.96051957,SOM,Somalia,Togdheer,0.0,0.0
112030,1996.64276533,SOM,Somalia,Nugaal,0.0,0.0
112041,3557.377038699199,SOM,Somalia,Shabeellaha Dhexe,2.593612744,0.0
112042,8250.95696812,SOM,Somalia,Hiiraan,4.0009670669999995,0.0
112043,949.457318533,SOM,Somalia,Galguduud,4.0118288710000005,0.0
112044,4779.64545317,SOM,Somalia,Hiiraan,2.026545171,0.0
112045,2201.72298106,SOM,Somalia,Galguduud,3.918212177,0.0
112046,15676.4031468,ETH,Ethiopia,Somali,4.015805138999999,0.0
112047,19434.28487983,ETH,Ethiopia,Somali,3.9404159919999997,0.0
112048,5339.097993690001,ETH,Ethiopia,Somali,3.3511319310000003,0.0
112049,14536.034843,ETH,Ethiopia,Somali,2.540253847,0.0
112050,6904.748642065,SOM,Somalia,Galguduud,4.136749986,0.0
112060,7776.631879746999,SOM,Somalia,Galguduud,3.172453313,0.0
112070,1955.4845848986,SOM,Somalia,Shabeellaha Dhexe,0.0,0.0
112111,32877.02540601246,ERI,Eritrea,Debubawi Keyih Bahri,4.090526924,0.181811865
112112,4081.0067908143596,SOM,Somalia,Awdal,3.3497017739999997,0.0
112113,6074.69636631711,SOM,Somalia,Awdal,4.477025156,0.0
112114,3904.36440998547,SOM,Somalia,Awdal,3.363961259,0.0
112115,1122.08426471083,SOM,Somalia,Awdal,4.463578082,0.0
112116,3885.2834790973097,SOM,Somalia,Woqooyi Galbeed,3.040780714,0.0
112117,1713.6995991088,SOM,Somalia,Woqooyi Galbeed,4.52345317,0.0
112118,3759.03088592957,SOM,Somalia,Woqooyi Galbeed,0.42265901,0.0
112119,5705.6863549578,SOM,Somalia,Woqooyi Galbeed,4.761150524,0.0
112120,5351.821993920041,SOM,Somalia,Woqooyi Galbeed,0.589338143,0.0
112130,3034.82134963973,SOM,Somalia,Woqooyi Galbeed,4.0801611719999995,2.040641962
112140,4808.19171598073,SOM,Somalia,Sanaag,2.246879658,0.0
112150,478.06565723198,SOM,Somalia,Sanaag,4.267088308,0.0
112160,4179.11641203252,SOM,Somalia,Sanaag,3.307508211,0.0
112170,14395.821269445598,SOM,Somalia,Sanaag,4.6418247,0.0
112180,4791.843733432711,SOM,Somalia,Bari,2.005824216,0.0
112190,11126.1058640007,SOM,Somalia,Bari,4.089817898,4.008119526000001
112200,28684.631817792564,SOM,Somalia,Bari,2.704532125,0.0
112300,7051.4466384789,SOM,Somalia,Bari,2.512352823,3.6213140239999997
112400,26136.12593998467,SOM,Somalia,Sanaag,3.0903438,0.0
112500,710.1397269575202,SOM,Somalia,Bari,4.064781357,0.0
112600,6531.7032436746995,SOM,Somalia,Bari,1.962622017,0.0
112700,7816.8268274785705,SOM,Somalia,Bari,4.051263391,2.7669721810000003
112801,5754.809128690072,SOM,Somalia,Nugaal,4.049267674,0.0
112802,6074.97128869,SOM,Somalia,Nugaal,3.0264249839999997,0.0
112803,14679.795543028202,SOM,Somalia,Sool,2.090896891,0.0
112804,7782.78406104,SOM,Somalia,Sanaag,1.52209785,0.0
112805,4718.243605404,SOM,Somalia,Sool,0.18298084399999998,0.0
112806,5547.91990333,SOM,Somalia,Sool,3.0571014880000003,0.0
112807,8192.36712779,SOM,Somalia,Sool,3.126659142,0.0
112808,2958.475236112,SOM,Somalia,Sool,0.800049048,0.0
112809,9132.068765925998,SOM,Somalia,Togdheer,4.355937948999999,0.0
112901,23.91926071231,SOM,Somalia,Nugaal,0.0,0.0
112902,2743.57507672314,SOM,Somalia,Nugaal,0.0,0.0
112903,990.5369925843898,SOM,Somalia,Nugaal,2.180346131,0.0
112904,2519.65624244093,SOM,Somalia,Nugaal,1.707315489,0.0
112905,31.451048720320003,SOM,Somalia,Mudug,4.35465701,0.0
112906,2060.6339416669,SOM,Somalia,Mudug,3.951375215,0.0
112907,661.8558752225999,SOM,Somalia,Mudug,4.226238895,0.0
112908,4440.59220713836,SOM,Somalia,Mudug,3.2925857389999997,0.0
112909,17562.280734851898,SOM,Somalia,Mudug,4.5126701339999995,1.856002546
113000,3943.5583293540003,YEM,Yemen,Hadramawt,4.101064827,0.0
114001,47029.38953914159,KEN,Kenya,Marsabit,3.1290921860000003,0.0
114002,2054.78305353,KEN,Kenya,Marsabit,4.000120553,0.0
114100,1429.3873098737797,SOM,Somalia,Jubbada Hoose,4.204872371,0.0
114210,14466.64421018796,SOM,Somalia,Jubbada Hoose,4.018572043,0.0
114221,2070.42997140148,SOM,Somalia,Jubbada Hoose,4.162114689,0.0
114222,5014.880149704,SOM,Somalia,Jubbada Dhexe,3.788853824,0.0
114223,152.16781659333,SOM,Somalia,Jubbada Hoose,4.479186124,0.0
114224,66716.89671692978,KEN,Kenya,Wajir,3.4943540630000003,0.0
114225,1936.0542682137998,SOM,Somalia,Jubbada Dhexe,4.154727771,0.0
114226,14652.540348464103,SOM,Somalia,Gedo,4.0297813410000005,0.0
114227,20809.369288766,KEN,Kenya,Mandera,3.4007395989999996,0.0
114228,4939.671244828,ETH,Ethiopia,Oromia,2.525642255,0.0
114229,7911.110179191391,ETH,Ethiopia,Oromia,4.0502269360000005,0.0
114230,2151.443799715,SOM,Somalia,Jubbada Hoose,4.282000124,0.0
114240,8596.235028691497,KEN,Kenya,Wajir,3.267148849,0.0
114250,3845.1233850178996,KEN,Kenya,Garissa,4.051859888,0.0
114260,5851.4831292236795,KEN,Kenya,Garissa,2.123443586,0.0
114270,12893.3155261343,KEN,Kenya,Isiolo,4.004482266,0.0
114281,900.4670096131,KEN,Kenya,Isiolo,4.202351398999999,0.0
114282,5430.0745120542,KEN,Kenya,Isiolo,3.8210537369999997,0.0
114283,51.7284630552,KEN,Kenya,Isiolo,4.540515118,0.0
114284,12465.710886403996,KEN,Kenya,Marsabit,4.008459889,0.0
114285,1120.127039475,KEN,Kenya,Isiolo,4.083468956,0.0
114286,5782.4909267491,KEN,Kenya,Samburu,3.769862349,0.0
114287,3636.4256431282097,KEN,Kenya,Marsabit,4.05553484,0.0
114288,2246.48041634,KEN,Kenya,Samburu,0.43329909200000005,0.0
114289,4638.0769881408,KEN,Kenya,Samburu,2.350499491,0.0
114290,22874.33620461214,KEN,Kenya,Isiolo,1.4546974080000001,0.0
114300,620.88590095,SOM,Somalia,Jubbada Hoose,4.2223738289999995,0.0
114410,2899.19838361,SOM,Somalia,Gedo,1.12210076,0.0
114411,10016.636852574302,SOM,Somalia,Jubbada Dhexe,4.263939156,0.0
114412,3035.28192231238,SOM,Somalia,Bay,0.0,0.0
114413,12994.362321024,SOM,Somalia,Gedo,3.976181755,0.0
114414,2812.152678884,SOM,Somalia,Gedo,1.01966282,0.0
114415,0.42953886897,SOM,Somalia,Gedo,0.0,0.0
114416,3665.74818453,SOM,Somalia,Gedo,4.126724756000001,0.0
114417,460.878534644,SOM,Somalia,Gedo,4.0779284769999995,0.0
114418,10750.558336435948,SOM,Somalia,Bakool,4.051548982,0.0
114419,2905.0081072990006,SOM,Somalia,Gedo,4.051236638,0.0
114420,15132.099021510003,ETH,Ethiopia,Somali,2.318404854,0.0
114430,10557.25797719,ETH,Ethiopia,Somali,4.015693208,0.0
114441,1424.9545016879001,SOM,Somalia,Gedo,4.028199879,0.0
114442,3260.8515873750002,KEN,Kenya,Mandera,4.119044105,0.0
114443,19805.851683309298,ETH,Ethiopia,Somali,4.000685519,0.0
114444,3070.098535759301,ETH,Ethiopia,Somali,0.345844163,0.0
114445,5209.057674951,ETH,Ethiopia,Oromia,3.5363160189999996,0.0
114446,7282.8506763099995,ETH,Ethiopia,Oromia,4.01375703,0.0
114447,2473.7528245630992,ETH,Ethiopia,Oromia,1.209946414,0.0
114448,10510.592372668001,ETH,Ethiopia,Oromia,0.650223704,0.0
114449,7413.695288428001,ETH,Ethiopia,Oromia,0.7487037879999999,0.0
114450,403.329195474,ETH,Ethiopia,Somali,4.5548362330000005,0.0
114460,24915.75525104,ETH,Ethiopia,Somali,2.957693757,0.0
114470,23115.03095451,ETH,Ethiopia,Somali,2.93453112,0.0
114480,15118.291217666998,ETH,Ethiopia,Oromia,2.53917432,0.0
114490,19231.590239870002,ETH,Ethiopia,Oromia,3.1503004339999996,0.0
114500,24014.860124549836,SOM,Somalia,Shabeellaha Hoose,4.022766206,0.0
114601,5003.85266151205,SOM,Somalia,Bay,4.015565598,0.0
114602,9174.8658585253,SOM,Somalia,Shabeellaha Hoose,4.233262473,0.0
114603,434.20904614938,SOM,Somalia,Shabeellaha Hoose,4.1758892780000005,0.0
114604,5965.409891871999,SOM,Somalia,Bay,3.666431046,0.0
114605,3517.2090381245,SOM,Somalia,Bay,4.060774717,0.0
114606,4799.832634616,SOM,Somalia,Bay,2.571719648,0.0
114607,18272.561814980796,SOM,Somalia,Bay,4.002552813,0.0
114608,3321.7675023436,SOM,Somalia,Bakool,4.003747416,0.0
114609,2555.0853146339996,SOM,Somalia,Bakool,3.9643135810000003,0.0
114701,4076.679101275,SOM,Somalia,Shabeellaha Hoose,4.593835877,0.0
114702,4307.671509494,SOM,Somalia,Shabeellaha Dhexe,3.162459498,0.0
114703,4311.619270745699,SOM,Somalia,Hiiraan,4.657961782,0.0
114704,7161.99599381,SOM,Somalia,Bakool,4.057699408,0.0
114705,8309.26971386,SOM,Somalia,Hiiraan,4.277654792,0.0
114706,1239.698961579,SOM,Somalia,Hiiraan,4.038224068,0.0
114707,383.5886621769,SOM,Somalia,Hiiraan,4.3172118710000005,0.0
114708,1271.020034903,SOM,Somalia,Hiiraan,4.000460576,0.0
114709,11.850577088800001,ETH,Ethiopia,Somali,4.893587447,0.0
114801,4887.599743850001,ETH,Ethiopia,Somali,4.002394764,0.0
114802,2682.2578676600006,ETH,Ethiopia,Somali,0.026553708999999998,0.0
114803,736.193820565,ETH,Ethiopia,Somali,4.059703651,0.0
114804,2828.11566221,ETH,Ethiopia,Somali,0.0007311189999999999,0.0
114805,4572.1573892,ETH,Ethiopia,Somali,4.088866962,0.0
114806,3815.79246323,ETH,Ethiopia,Somali,2.409038631,0.0
114807,7562.936975349998,ETH,Ethiopia,Somali,4.029068271,0.0
114808,7937.24218688,ETH,Ethiopia,Somali,2.9397601819999997,0.0
114809,10651.304784009999,ETH,Ethiopia,Somali,2.5575075330000003,0.0
114910,21071.081764016,ETH,Ethiopia,Somali,4.19792647,0.0
114920,11266.693432500002,ETH,Ethiopia,Somali,4.006641697,0.0
114931,313.212179997,ETH,Ethiopia,Somali,4.424196166000001,0.0
114932,5711.164598090001,ETH,Ethiopia,Somali,3.037707795,0.0
114933,2892.13105915,ETH,Ethiopia,Somali,4.10171481,0.0
114934,4128.4577273971,ETH,Ethiopia,Somali,2.7748253989999996,0.0
114935,8659.227819280122,ETH,Ethiopia,Somali,4.147337192,0.0
114936,1210.92207199,ETH,Ethiopia,Oromia,0.0,0.0
114937,1715.714792845,ETH,Ethiopia,Oromia,4.07405591,0.0
114938,6089.5341848907,ETH,Ethiopia,Oromia,0.923181525,0.0
114939,3173.3740725441003,ETH,Ethiopia,Somali,3.7169870019999998,0.0
114940,15266.93253273352,ETH,Ethiopia,Somali,3.012668732,0.0
114950,7546.584294449001,ETH,Ethiopia,Oromia,2.0196492040000003,0.0
114960,14879.553019388462,ETH,Ethiopia,Oromia,0.64575508,0.0
114970,3268.175846514,ETH,Ethiopia,Oromia,2.533222925,0.0
114980,10565.47242125,ETH,Ethiopia,Oromia,1.538612308,0.0
114990,27352.8735078676,ETH,Ethiopia,Oromia,2.178768498,0.0
115101,60949.311514479006,TZA,Tanzania,Tabora,4.003964525,0.0
115102,2416.1511581806,TZA,Tanzania,Manyara,4.006274477,0.0
115103,907.9549631959999,TZA,Tanzania,Singida,4.0654158680000005,0.0
115201,4239.105946649999,TZA,Tanzania,Manyara,3.2051232919999997,0.0
115202,6292.144660516,TZA,Tanzania,Manyara,2.7494566889999996,0.0
115203,7961.23622621,TZA,Tanzania,Arusha,4.038807724,0.0
115204,4051.9391661439995,TZA,Tanzania,Arusha,3.3356087789999997,0.0
115205,16271.8396382334,KEN,Kenya,Narok,2.688643646,0.0
115206,877.057989728,TZA,Tanzania,Arusha,0.0,0.0
115207,5736.2182945019995,TZA,Tanzania,Arusha,2.283363845,0.0
115208,3962.0834018321993,KEN,Kenya,Kajiado,4.165452032,0.0
115209,5650.345025954701,KEN,Kenya,Kajiado,3.229137283,0.0
115300,27155.99604738473,KEN,Kenya,Baringo,4.176914355,0.0
115410,52.5069881679,KEN,Kenya,Marsabit,0.0,0.0
115421,2354.620583148,KEN,Kenya,Marsabit,4.435171848,0.0
115422,5081.29304195065,KEN,Kenya,Marsabit,4.525100317,0.0
115423,164.5021585529,KEN,Kenya,Marsabit,4.966232746,0.0
115424,23227.856504078107,KEN,Kenya,Turkana,4.0011769,0.0
115425,270.741100577,KEN,Kenya,Turkana,4.776440424,0.0
115426,3550.14188445,KEN,Kenya,Turkana,3.771902419,0.0
115427,2006.5145432975698,KEN,Kenya,Turkana,4.134944561,0.0
115428,1706.2150529859998,KEN,Kenya,Turkana,0.070578225,0.0
115429,9962.252449144,KEN,Kenya,Turkana,1.054080705,0.0
115430,15708.312137417,KEN,Kenya,Turkana,4.059794484,0.0
115440,12211.04566631978,SSD,South Sudan,Eastern Equatoria,4.041485563999999,0.0
115451,32.72726867277,KEN,Kenya,Marsabit,0.0,0.0
115452,2610.5433984476,ETH,Ethiopia,"Southern Nations, Nationalities and Peoples",4.071569739,0.0
115453,5262.12829215823,ETH,Ethiopia,"Southern Nations, Nationalities and Peoples",4.10366371,0.0
115454,4474.51614212,ETH,Ethiopia,"Southern Nations, Nationalities and Peoples",3.185218767,0.0
115455,7299.119542059999,ETH,Ethiopia,"Southern Nations, Nationalities and Peoples",3.5923217480000003,0.0
115456,4221.48281123,ETH,Ethiopia,"Southern Nations, Nationalities and Peoples",2.82092622,0.0
115457,639.564450512,ETH,Ethiopia,"Southern Nations, Nationalities and Peoples",4.109082583999999,0.0
115458,3525.74819912,ETH,Ethiopia,"Southern Nations, Nationalities and Peoples",3.114032925,0.0
115459,14601.753688547002,ETH,Ethiopia,"Southern Nations, Nationalities and Peoples",2.617507718,0.0
115460,7063.57499972779,ETH,Ethiopia,"Southern Nations, Nationalities and Peoples",3.950195828,0.0
115470,7902.669813534999,ETH,Ethiopia,"Southern Nations, Nationalities and Peoples",2.36592409,0.0
115480,10550.796170895801,ETH,Ethiopia,Oromia,2.1261149319999997,0.0
115490,5183.442766358,ETH,Ethiopia,Oromia,2.419413172,0.0
115501,4.57975191739,SSD,South Sudan,Eastern Equatoria,0.0,0.0
115502,7629.772737950001,SSD,South Sudan,Eastern Equatoria,4.014139763999999,0.0
115503,640.8661554209999,SSD,South Sudan,Eastern Equatoria,3.569344146,0.0
115504,2085.68190561429,SSD,South Sudan,Eastern Equatoria,3.5296184,0.0
115505,1804.062429834,KEN,Kenya,Turkana,4.013883922,0.0
115506,6415.800259403501,KEN,Kenya,Turkana,4.135555097,0.0
115507,491.145223215,KEN,Kenya,Turkana,4.229582247,0.0
115508,6417.5384418041,KEN,Kenya,Turkana,3.0386253539999997,0.0
115509,6482.066265866,KEN,Kenya,Turkana,4.164740964,0.0
115601,230.832159589,KEN,Kenya,Marsabit,0.0,0.0
115602,18692.920364193047,ETH,Ethiopia,"Southern Nations, Nationalities and Peoples",3.379254729,0.0
115603,1702.43860279,ETH,Ethiopia,"Southern Nations, Nationalities and Peoples",2.00775419,0.0
115604,1945.09801665485,ETH,Ethiopia,"Southern Nations, Nationalities and Peoples",2.99376123,0.0
115605,16372.981187746002,ETH,Ethiopia,"Southern Nations, Nationalities and Peoples",2.60503749,0.0
115606,1460.8174562499999,ETH,Ethiopia,"Southern Nations, Nationalities and Peoples",0.0,0.0
115607,4165.24688617,ETH,Ethiopia,Oromia,3.3215894230000003,0.0
115608,10446.949776129997,ETH,Ethiopia,Oromia,4.026687451,0.0
115711,15.676114959070002,DJI,Djibouti,Dikhil,0.0,0.0
115712,6364.523555697001,ETH,Ethiopia,Somali,4.011225432,0.0
115713,5.2028697707600005,ETH,Ethiopia,Afar,0.0,0.0
115714,21246.883642524095,ETH,Ethiopia,Somali,1.971357621,0.0
115715,11697.9883094827,ETH,Ethiopia,Afar,4.202694813,0.0
115716,5846.90805305,ETH,Ethiopia,Afar,2.33752732,0.0
115717,27290.1805728996,ETH,Ethiopia,Afar,4.175081212,0.0
115718,3763.4834297444295,ETH,Ethiopia,Amhara,3.1412235230000003,0.0
115719,23437.4037042642,ETH,Ethiopia,Oromia,2.948460711,0.0
115720,152.196559142,ETH,Ethiopia,Oromia,0.0,0.0
115730,12900.524220217001,ETH,Ethiopia,Somali,1.8640317730000002,0.0
115740,3775.2066271816,ETH,Ethiopia,Afar,4.10627438,0.0
115750,3742.63919233,ETH,Ethiopia,Afar,4.018988877,0.0
115801,12906.673334418001,ETH,Ethiopia,Afar,3.54168809,0.0
115802,7177.850318101002,ETH,Ethiopia,Afar,2.8207472289999997,0.0
115803,18956.244113086002,ETH,Ethiopia,Afar,4.013601752,0.0
115804,1291.0000856469999,ERI,Eritrea,Debub,4.256912323,0.0
115805,2347.23152673,ETH,Ethiopia,Afar,4.255289987,0.0
115806,4605.66641795,ETH,Ethiopia,Afar,3.831840133,0.0
115807,2263.58106435,ETH,Ethiopia,Afar,4.116582826,0.0
115808,6940.633626934,ETH,Ethiopia,Afar,4.26536431,0.0
115809,5870.788948720001,ETH,Ethiopia,Afar,3.9208288560000004,0.0
115900,16915.1550088877,ETH,Ethiopia,Afar,4.046142286,0.0
116001,2987.1841240384997,TZA,Tanzania,Rukwa,0.832121379,0.0
116002,33088.2511077069,TZA,Tanzania,Mbeya,3.176946815,0.0
116003,2827.7722053776997,TZA,Tanzania,Mbeya,0.087163887,0.0
116004,18167.490513368,TZA,Tanzania,Katavi,2.556398352,0.0
116005,3002.265173383,TZA,Tanzania,Katavi,4.03916292,0.0
116006,3720.09438246,TZA,Tanzania,Katavi,1.04813204,0.0
116007,5968.599344205,TZA,Tanzania,Mbeya,3.301629901,0.0
116008,3213.66975873,TZA,Tanzania,Mbeya,3.919750093,0.0
116009,6813.64139412,TZA,Tanzania,Mbeya,1.353982228,0.0
117000,8803.043236695008,MWI,Malawi,Zomba,3.709667245,0.0
117100,169.796807806,SOM,Somalia,Jubbada Hoose,0.0,0.0
117101,275.66565878002007,SOM,Somalia,Jubbada Hoose,0.07621942799999999,4.0383803910000005
117102,10792.86685314,SOM,Somalia,Jubbada Hoose,3.63070695,0.0
117103,147.07803349770998,SOM,Somalia,Jubbada Hoose,3.583761659,0.0
117104,11246.3151548526,KEN,Kenya,Garissa,3.316705607,0.0
117105,7743.0416059959,SOM,Somalia,Jubbada Hoose,4.064276265,0.19790787699999998
117106,5751.79191679396,KEN,Kenya,Garissa,3.630420154,0.0
117107,450.9320756977801,KEN,Kenya,Lamu,4.371391733,1.3886098340000002
117108,9822.30291069652,KEN,Kenya,Garissa,3.5601761,0.0
117109,3194.2084292317604,KEN,Kenya,Lamu,4.287860191,1.191895828
117201,2070.5866950829704,KEN,Kenya,Lamu,4.375618141,0.0
117202,7822.2256822300005,KEN,Kenya,Tana River,3.7195804310000002,0.0
117203,4842.04855574231,KEN,Kenya,Tana River,4.026444102,0.0
117204,12962.717422521,KEN,Kenya,Kitui,2.8211412780000003,0.0
117205,6260.108688200671,KEN,Kenya,Tana River,4.090031084,0.0
117206,13428.341170210799,KEN,Kenya,Kitui,3.625193274,0.0
117207,1925.7448035915004,KEN,Kenya,Tana River,4.052674257,0.0
117208,5615.85766957,KEN,Kenya,Tana River,3.603509929,0.0
117209,40534.82438772652,KEN,Kenya,Tana River,2.518664527,0.0
117300,2944.1286234454997,TZA,Tanzania,Zanzibar South and Central,0.922428062,2.58179524
117310,1485.3680206491097,KEN,Kenya,Kilifi,4.188049495,4.00129474
117320,8368.75566811,TZA,Tanzania,Arusha,1.7005520580000002,0.0
117321,31.340259191010002,KEN,Kenya,Kilifi,3.213395452,0.0
117322,2957.8748317799,KEN,Kenya,Kilifi,3.450086595,0.0
117323,3900.877740346249,KEN,Kenya,Taita Taveta,4.031266048,0.0
117324,7242.387325742041,KEN,Kenya,Taita Taveta,0.646818318,0.0
117325,4222.563790230961,KEN,Kenya,Makueni,3.479467287,0.0
117326,9219.895810807819,KEN,Kenya,Kajiado,2.024827183,0.0
117327,742.050240907,KEN,Kenya,Makueni,4.020391185,0.0
117328,2909.07139578667,KEN,Kenya,Makueni,1.560423226,0.0
117329,7307.74095882307,KEN,Kenya,Machakos,1.195292836,0.0
117331,824.62923026737,KEN,Kenya,Kilifi,4.294596692,0.0
117332,7731.461551711,KEN,Kenya,Kilifi,4.003218774,0.0
117333,1384.8471078196399,KEN,Kenya,Kilifi,4.262070059,0.0
117334,3930.8431366536497,KEN,Kenya,Kwale,2.5629982190000002,0.0
117335,111.04071227154003,KEN,Kenya,Kwale,3.215474581,0.0
117336,4396.41089759221,KEN,Kenya,Taita Taveta,3.694898849,0.0
117337,3232.9134807370397,KEN,Kenya,Kwale,4.151545344,0.07008373
117338,6718.89067379504,TZA,Tanzania,Tanga,4.06275649,0.0
117339,3845.0187173126997,TZA,Tanzania,Tanga,4.013815436000001,3.1418076669999997
117340,3120.01089245,TZA,Tanzania,Manyara,4.0108164660000005,0.0
117341,3053.3808152782804,TZA,Tanzania,Tanga,4.003149444,0.0
117342,1244.183695207,TZA,Tanzania,Tanga,3.79097881,0.0
117343,194.91557190900002,TZA,Tanzania,Tanga,4.143246708,0.0
117344,20632.263193849405,TZA,Tanzania,Manyara,3.1849952239999997,0.0
117345,1705.6312840329997,TZA,Tanzania,Tanga,3.8259974480000003,0.0
117346,2196.5206515970003,TZA,Tanzania,Kilimanjaro,4.0443539280000005,0.0
117347,6845.6600036468,TZA,Tanzania,Kilimanjaro,3.726609133,0.0
117348,5853.720852344999,TZA,Tanzania,Kilimanjaro,1.745161034,0.0
117349,6650.9823785656,TZA,Tanzania,Arusha,2.404096249,0.0
117350,7794.8015309620405,TZA,Tanzania,Tanga,2.704172085,0.920494658
117360,1207.07835494,TZA,Tanzania,Manyara,0.0,0.0
117361,7069.36804378396,TZA,Tanzania,Pwani,3.845662079,2.0684236240000002
117362,3954.6130251899003,TZA,Tanzania,Tanga,4.03627524,0.0
117363,1673.30958608,TZA,Tanzania,Morogoro,4.024198147,0.0
117364,2784.317020233,TZA,Tanzania,Morogoro,4.004698889,0.0
117365,4392.63775671,TZA,Tanzania,Morogoro,3.928939981,0.0
117366,3301.61143936,TZA,Tanzania,Morogoro,1.151819999,0.0
117367,8745.356499900001,TZA,Tanzania,Dodoma,4.023512637,0.0
117368,3109.48508657,TZA,Tanzania,Dodoma,1.997113016,0.0
117369,7161.65826654,TZA,Tanzania,Dodoma,1.966367653,0.0
117370,244.73835477021998,TZA,Tanzania,Pwani,4.093755374,0.666473469
117380,17655.58937383083,TZA,Tanzania,Morogoro,2.967928957,0.055678408
117390,7798.72674849203,TZA,Tanzania,Pwani,1.53099174,2.564522546
117400,27001.25569272,TZA,Tanzania,Dodoma,4.004918565,0.0
117410,5675.73709492155,TZA,Tanzania,Pwani,3.977674255,0.0
117420,8245.0883920514,TZA,Tanzania,Lindi,3.7509999869999997,0.0
117430,5317.8286033324,TZA,Tanzania,Pwani,4.018335915,0.0
117441,6348.2552960557005,TZA,Tanzania,Lindi,2.463563036,0.0
117442,25500.223681895703,TZA,Tanzania,Ruvuma,2.4178857959999998,0.0
117443,1261.549225382,TZA,Tanzania,Morogoro,4.000705416000001,0.0
117444,3986.2149974799995,TZA,Tanzania,Morogoro,4.039606689,0.0
117445,5156.310867139,TZA,Tanzania,Morogoro,3.448234195,0.0
117446,5847.052773286,TZA,Tanzania,Morogoro,3.304000303,0.0
117447,6037.585616489999,TZA,Tanzania,Morogoro,4.03035501,0.0
117448,9704.89288038,TZA,Tanzania,Iringa,3.9393200489999995,0.0
